WAREHOUSE_CODE,CENTRAL_PINCODE,HOUR,DELIVERY_TYPE,ETA_TO_MEAN,ETA_TO_P90,TAT_MEAN,TAT_P90
4.0,85.0,7,non_rapid,41.6,43.0,10.1,10.0
4.0,85.0,7,rapid,1.0,1.0,58.0,58.0
4.0,85.0,8,non_rapid,41.523809523809526,41.0,10.0,9.0
4.0,86.0,9,non_rapid,38.0,38.0,7.0,7.0
4.0,85.0,9,non_rapid,40.875,41.0,17.166666666666668,9.0
4.0,85.0,9,rapid,4.25,1.0,3.0,1.0
4.0,86.0,10,non_rapid,40.66666666666666,37.0,10.833333333333334,7.0
4.0,85.0,10,non_rapid,39.64516129032258,41.0,8.935483870967742,8.0
4.0,85.0,10,rapid,1.5029585798816567,1.0,1.4378698224852071,0.0
4.0,86.0,11,non_rapid,48.0,48.0,24.0,30.0
4.0,85.0,11,non_rapid,43.11111111111112,46.0,8.027777777777779,6.0
4.0,85.0,11,rapid,2.056338028169014,1.0,0.6056338028169014,0.0
4.0,86.0,12,non_rapid,46.0,46.0,23.0,23.0
4.0,85.0,12,non_rapid,45.888888888888886,46.0,9.944444444444445,4.0
4.0,85.0,12,rapid,1.4240837696335078,1.0,2.4345549738219896,0.0
4.0,86.0,13,non_rapid,48.0,48.0,23.0,23.0
4.0,85.0,13,non_rapid,42.583333333333336,48.0,26.875,27.0
4.0,85.0,13,rapid,1.4357142857142855,1.0,2.392857142857143,0.0
4.0,86.0,14,non_rapid,48.0,48.0,26.0,26.0
4.0,85.0,14,non_rapid,45.47368421052632,48.0,31.526315789473685,27.0
4.0,85.0,14,rapid,1.1824324324324325,1.0,0.9662162162162162,0.0
4.0,86.0,15,non_rapid,32.0,32.0,19.0,19.0
4.0,85.0,15,non_rapid,52.45,49.0,24.2,25.0
4.0,85.0,15,rapid,2.738095238095238,1.0,2.6666666666666665,0.0
4.0,86.0,16,non_rapid,57.0,57.0,26.0,26.0
4.0,85.0,16,non_rapid,41.65,48.0,24.3,24.5
4.0,85.0,16,rapid,2.9510489510489517,1.0,4.216783216783217,0.0
4.0,86.0,17,non_rapid,58.0,58.0,22.0,22.0
4.0,85.0,17,non_rapid,45.125,47.0,23.375,23.0
4.0,85.0,17,rapid,2.514619883040936,1.0,2.6140350877192984,0.0
4.0,86.0,18,non_rapid,57.0,57.0,22.0,22.0
4.0,85.0,18,non_rapid,46.32432432432432,47.0,24.56756756756757,22.0
4.0,85.0,18,rapid,1.8355263157894737,1.0,1.0723684210526316,0.0
4.0,85.0,19,non_rapid,40.92307692307692,45.0,22.115384615384617,22.0
4.0,85.0,19,rapid,5.144578313253012,1.0,7.054216867469879,0.0
4.0,86.0,20,non_rapid,56.5,56.6,22.0,22.0
4.0,85.0,20,non_rapid,43.0,45.0,22.475,21.0
4.0,85.0,20,rapid,24.379310344827587,25.0,27.724137931034484,21.0
4.0,86.0,21,non_rapid,53.0,56.0,31.5,31.5
4.0,85.0,21,non_rapid,44.76190476190476,44.0,21.857142857142858,21.0
4.0,85.0,21,rapid,25.818181818181817,24.0,26.5,21.0
4.0,86.0,22,non_rapid,52.75,49.0,18.5,18.0
4.0,85.0,22,non_rapid,41.28,44.0,21.64,20.0
4.0,85.0,22,rapid,23.0,23.0,25.33333333333333,20.0
4.0,86.0,23,non_rapid,55.0,55.0,18.0,18.0
4.0,85.0,23,non_rapid,43.41025641025641,47.0,18.871794871794872,17.0
4.0,85.0,23,rapid,14.363636363636363,22.0,21.0,18.0
5.0,0.0,0,non_rapid,47.975,46.0,22.5875,17.0
5.0,0.0,0,rapid,20.189393939393938,21.0,20.39015151515152,17.0
5.0,0.0,1,non_rapid,47.75757575757576,46.0,20.87878787878788,16.0
5.0,0.0,1,rapid,19.993548387096773,20.0,18.90967741935484,16.0
5.0,0.0,2,non_rapid,55.578947368421055,53.79999999999999,30.68421052631579,18.0
5.0,0.0,2,rapid,19.5625,19.0,16.645833333333332,15.0
5.0,0.0,3,non_rapid,44.57142857142857,44.6,12.714285714285714,13.0
5.0,0.0,3,rapid,18.20289855072464,18.0,17.73913043478261,15.0
5.0,0.0,4,non_rapid,67.25,67.0,22.0,22.0
5.0,0.0,4,rapid,17.875,17.0,17.982142857142858,13.0
5.0,0.0,5,non_rapid,79.2,63.0,18.4,12.0
5.0,0.0,5,rapid,18.379310344827587,16.0,14.775862068965518,12.0
5.0,0.0,6,non_rapid,50.55555555555556,44.8,11.0,11.0
5.0,0.0,6,rapid,15.23148148148148,15.0,12.101851851851851,10.0
5.0,0.0,7,non_rapid,51.41666666666666,44.0,16.305555555555557,10.0
5.0,0.0,7,rapid,14.340782122905027,14.0,12.513966480446928,10.0
5.0,0.0,8,non_rapid,52.28846153846154,44.6,15.807692307692308,9.0
5.0,0.0,8,rapid,14.096774193548388,13.0,11.548387096774194,9.0
5.0,0.0,9,non_rapid,51.94186046511628,44.0,13.36046511627907,8.0
5.0,0.0,9,rapid,13.044117647058824,12.0,9.676470588235292,8.0
5.0,1.0,10,non_rapid,44.0,44.0,7.0,7.0
5.0,0.0,10,non_rapid,49.725,44.0,11.6,7.0
5.0,0.0,10,rapid,10.772727272727272,11.0,11.704545454545457,8.0
5.0,0.0,11,non_rapid,56.394366197183096,47.0,15.71830985915493,8.0
5.0,0.0,11,rapid,10.112068965517242,10.0,10.508620689655173,6.0
5.0,0.0,12,non_rapid,58.37313432835821,50.0,14.537313432835822,8.0
5.0,0.0,12,rapid,9.178807947019868,9.0,11.695364238410596,6.0
5.0,0.0,13,non_rapid,52.39080459770115,48.0,26.517241379310345,27.0
5.0,0.0,13,rapid,28.46153846153846,32.0,26.205128205128204,26.0
5.0,0.0,14,non_rapid,55.41935483870968,50.400000000000006,26.387096774193548,24.0
5.0,0.0,14,rapid,27.85,31.0,27.691666666666663,24.0
5.0,1.0,15,rapid,30.0,30.0,23.0,23.0
5.0,0.0,15,non_rapid,47.72727272727273,50.0,23.96969696969697,23.5
5.0,0.0,15,rapid,25.338028169014084,30.0,23.267605633802816,22.0
5.0,0.0,16,non_rapid,44.070422535211264,49.0,24.91549295774648,21.0
5.0,0.0,16,rapid,28.25597269624573,29.0,22.170648464163826,21.0
5.0,0.0,17,non_rapid,49.962025316455694,50.0,23.620253164556964,22.0
5.0,0.0,17,rapid,27.659246575342465,28.0,21.56164383561644,20.0
5.0,0.0,18,non_rapid,42.52857142857143,49.0,22.942857142857143,20.0
5.0,0.0,18,rapid,26.73421439060205,27.0,20.932452276064613,20.0
5.0,0.0,19,non_rapid,45.392857142857146,47.0,21.4375,19.0
5.0,0.0,19,rapid,25.71390013495277,26.0,19.82456140350877,19.0
5.0,0.0,20,non_rapid,51.627906976744185,47.0,22.209302325581397,20.0
5.0,0.0,20,rapid,24.86265060240964,25.0,19.365060240963857,18.0
5.0,0.0,21,non_rapid,43.8780487804878,45.0,27.414634146341463,20.0
5.0,0.0,21,rapid,23.98757062146893,24.0,18.67683615819209,18.0
5.0,1.0,22,rapid,23.0,23.0,18.0,18.0
5.0,0.0,22,non_rapid,46.17985611510792,45.0,23.8705035971223,20.0
5.0,0.0,22,rapid,23.04142857142857,23.0,20.945714285714285,19.0
5.0,0.0,23,non_rapid,41.69767441860465,43.0,23.75968992248062,18.0
5.0,0.0,23,rapid,22.04245283018868,22.0,21.49764150943396,18.0
6.0,3.0,0,non_rapid,62.25,41.0,31.55,19.0
6.0,3.0,0,rapid,6.142857142857143,1.0,17.0,10.0
6.0,3.0,1,non_rapid,91.25,35.599999999999994,31.5,37.0
6.0,3.0,1,rapid,20.0,20.0,61.0,61.0
6.0,3.0,2,non_rapid,151.5,177.6,14.5,14.5
6.0,3.0,2,rapid,1.0,1.0,7.0,7.0
6.0,3.0,3,non_rapid,122.0,91.2,27.33333333333333,33.0
6.0,3.0,4,non_rapid,128.33333333333334,92.6,35.0,36.0
6.0,3.0,4,rapid,1.0,1.0,6.0,6.0
6.0,3.0,5,non_rapid,41.333333333333336,42.0,29.33333333333333,29.0
6.0,3.0,6,non_rapid,30.5,39.0,28.58333333333333,30.5
6.0,3.0,6,rapid,14.0,11.999999999999996,11.0,7.5
6.0,3.0,7,non_rapid,62.30555555555556,39.0,34.30555555555556,34.0
6.0,3.0,7,rapid,35.22222222222222,2.6,9.555555555555555,4.0
6.0,3.0,8,non_rapid,89.1311475409836,39.0,26.39344262295082,29.0
6.0,3.0,8,rapid,0.5977011494252874,0.0,0.7241379310344828,0.0
6.0,3.0,9,non_rapid,63.44827586206897,39.0,27.54022988505747,27.0
6.0,3.0,9,rapid,0.8530927835051546,0.0,0.8118556701030928,0.0
