WAREHOUSE_CODE,CENTRAL_PINCODE,DELIVERY_PARTNERS_CODE,Count
32.0,485.0,9,2
32.0,486.0,10,1
32.0,488.0,9,16
32.0,489.0,9,3
32.0,490.0,9,11
32.0,491.0,9,10
32.0,493.0,9,2
32.0,494.0,9,35
32.0,495.0,9,5
32.0,498.0,9,17
32.0,500.0,10,1
32.0,503.0,9,10
32.0,506.0,9,2
32.0,511.0,9,11
32.0,512.0,9,4
32.0,514.0,9,13
32.0,515.0,9,4
32.0,517.0,9,32
32.0,518.0,9,1
32.0,519.0,9,9
32.0,520.0,9,121
32.0,521.0,9,10
32.0,523.0,9,4
32.0,524.0,9,4
32.0,525.0,12,10
32.0,527.0,9,11
32.0,529.0,6,1
32.0,530.0,12,2
32.0,531.0,12,6
32.0,532.0,12,12
32.0,533.0,9,11
32.0,534.0,9,4
32.0,535.0,9,15
32.0,536.0,6,5
32.0,537.0,6,13
32.0,538.0,9,12
32.0,539.0,9,4
32.0,540.0,9,6
32.0,542.0,9,2284
32.0,543.0,9,7
32.0,544.0,9,12
32.0,545.0,9,32
32.0,546.0,9,342
32.0,547.0,9,3
32.0,548.0,9,216
32.0,549.0,9,1
32.0,550.0,9,7
32.0,551.0,9,49
32.0,552.0,9,59
32.0,553.0,9,2
32.0,554.0,9,220
32.0,555.0,10,9
32.0,558.0,9,92
32.0,560.0,9,78
32.0,561.0,9,29
32.0,562.0,9,79
32.0,564.0,9,27
32.0,565.0,9,23
32.0,566.0,9,68
32.0,567.0,9,29
32.0,568.0,9,3
32.0,569.0,9,118
32.0,570.0,9,55
32.0,571.0,9,9
32.0,573.0,9,1
32.0,574.0,9,2
32.0,575.0,9,5
32.0,576.0,9,12
32.0,577.0,9,331
32.0,579.0,9,8
32.0,580.0,9,3
32.0,581.0,10,4
32.0,582.0,9,33
32.0,583.0,9,2
32.0,584.0,9,172
32.0,585.0,9,41
32.0,586.0,9,10
32.0,587.0,10,22
32.0,588.0,9,72
32.0,589.0,9,26
32.0,590.0,10,9
32.0,591.0,9,24
32.0,592.0,9,52
32.0,593.0,10,1
32.0,594.0,12,20
32.0,596.0,9,31
32.0,597.0,9,23
32.0,598.0,9,19
32.0,599.0,9,49
32.0,600.0,9,5
32.0,601.0,9,13
32.0,602.0,12,8
32.0,603.0,9,12
32.0,604.0,9,10
32.0,605.0,9,2
32.0,607.0,9,20
32.0,608.0,9,23
32.0,609.0,9,16
32.0,610.0,9,5
32.0,611.0,9,2
32.0,612.0,9,28
32.0,613.0,9,13
32.0,614.0,9,2
32.0,615.0,9,23
32.0,616.0,10,14
32.0,617.0,9,30
32.0,618.0,9,2
32.0,619.0,9,5
32.0,620.0,9,44
32.0,621.0,9,74
32.0,622.0,9,8
32.0,623.0,9,13
32.0,624.0,9,19
32.0,625.0,12,5
32.0,626.0,9,11
32.0,627.0,10,1
32.0,628.0,9,6
32.0,629.0,9,27
32.0,630.0,9,10
32.0,631.0,10,6
32.0,633.0,9,28
32.0,634.0,9,30
32.0,635.0,9,21
32.0,637.0,10,15
32.0,638.0,9,28
32.0,640.0,9,7
32.0,641.0,9,7
32.0,642.0,9,18
32.0,644.0,9,59
32.0,646.0,6,1
32.0,649.0,6,2
32.0,651.0,6,2
32.0,652.0,6,2
32.0,653.0,6,5
32.0,654.0,6,1
32.0,656.0,6,1
32.0,658.0,12,5
32.0,659.0,10,8
32.0,660.0,10,5
32.0,662.0,12,2
32.0,665.0,12,3
32.0,667.0,10,3
32.0,668.0,12,1
32.0,670.0,6,1
32.0,673.0,10,1
32.0,675.0,12,2
32.0,676.0,6,1
32.0,680.0,12,4
32.0,683.0,10,1
32.0,684.0,10,1
32.0,685.0,9,20
32.0,688.0,12,2
32.0,692.0,10,3
32.0,693.0,9,17
32.0,694.0,6,1
32.0,695.0,9,3
32.0,696.0,9,3
32.0,697.0,9,7
32.0,698.0,10,1
32.0,699.0,9,348
32.0,700.0,9,37
32.0,701.0,9,47
32.0,702.0,9,71
32.0,703.0,9,66
32.0,705.0,9,22
32.0,706.0,9,33
32.0,707.0,10,3
32.0,708.0,9,38
32.0,709.0,9,25
32.0,710.0,9,10
32.0,711.0,9,77
32.0,712.0,9,23
32.0,713.0,9,34
32.0,714.0,9,25
32.0,715.0,9,31
32.0,717.0,9,13
32.0,718.0,9,9
32.0,719.0,9,17
32.0,720.0,9,7
32.0,721.0,9,121
32.0,722.0,9,29
32.0,723.0,9,28
32.0,724.0,10,47
32.0,725.0,9,29
32.0,726.0,9,42
32.0,727.0,10,25
32.0,728.0,9,13
32.0,729.0,9,18
32.0,730.0,9,126
32.0,731.0,9,56
32.0,732.0,9,8
32.0,733.0,9,100
32.0,734.0,9,88
32.0,735.0,9,50
32.0,736.0,9,35
32.0,737.0,9,202
32.0,738.0,9,11
32.0,739.0,9,7
32.0,740.0,9,3
32.0,741.0,9,25
32.0,742.0,9,159
32.0,743.0,9,92
32.0,744.0,9,94
32.0,745.0,9,40
32.0,746.0,9,3
32.0,747.0,9,41
32.0,748.0,9,302
32.0,749.0,9,132
32.0,750.0,9,95
32.0,751.0,9,70
32.0,752.0,9,79
32.0,753.0,9,30
32.0,754.0,9,28
32.0,755.0,9,32
32.0,756.0,9,40
32.0,757.0,9,27
32.0,758.0,9,54
32.0,759.0,9,17
32.0,760.0,12,40
32.0,761.0,9,14
33.0,3.0,1,8729
34.0,3.0,1,182
35.0,3.0,1,1840
36.0,3.0,1,4535
37.0,0.0,1,9
37.0,84.0,1,1089
37.0,85.0,1,1647
38.0,2.0,1,468
39.0,3.0,1,5145
40.0,3.0,1,3718
41.0,3.0,1,6797
42.0,0.0,8,42
42.0,2.0,8,4
42.0,3.0,7,7
42.0,7.0,7,2
42.0,14.0,8,5
42.0,16.0,7,2
42.0,17.0,12,1
42.0,19.0,11,18
42.0,21.0,7,9
42.0,26.0,11,1
42.0,31.0,8,8
42.0,34.0,8,3
42.0,41.0,8,2
42.0,45.0,8,1
42.0,52.0,8,2
42.0,54.0,8,1
42.0,56.0,8,1
42.0,57.0,10,1
42.0,59.0,10,2
42.0,75.0,7,3
42.0,84.0,7,11
42.0,85.0,8,6
42.0,86.0,9,1
42.0,87.0,7,2
42.0,91.0,9,1
42.0,96.0,9,1
42.0,98.0,8,1
42.0,108.0,9,2
42.0,115.0,7,2
42.0,118.0,9,2
42.0,123.0,8,1
42.0,138.0,8,2
42.0,139.0,7,1
42.0,150.0,8,1
42.0,152.0,7,8
42.0,157.0,7,1
42.0,161.0,8,1
42.0,164.0,8,1
42.0,165.0,8,2
42.0,168.0,8,1
42.0,175.0,8,1
42.0,184.0,8,4
42.0,187.0,11,1
42.0,190.0,8,1
42.0,197.0,9,1
42.0,203.0,8,2
42.0,224.0,8,4
42.0,229.0,8,7
42.0,231.0,8,4
42.0,232.0,7,2
42.0,233.0,7,1
42.0,241.0,8,3
42.0,244.0,7,4
42.0,250.0,11,1
42.0,251.0,8,25
42.0,253.0,8,10
42.0,254.0,8,5
42.0,260.0,8,2
42.0,263.0,4,12
42.0,265.0,4,6
42.0,267.0,8,14
42.0,268.0,4,1
42.0,271.0,4,2
42.0,273.0,4,1
42.0,276.0,8,4
42.0,277.0,7,1
42.0,284.0,8,2
42.0,288.0,8,1
42.0,289.0,7,3
42.0,290.0,8,1
42.0,292.0,7,2
42.0,293.0,8,6
42.0,294.0,8,12
42.0,296.0,8,6
42.0,297.0,7,3
42.0,299.0,8,6
42.0,300.0,8,21
42.0,302.0,4,7
42.0,303.0,7,2
42.0,304.0,4,25
42.0,305.0,8,15
42.0,307.0,8,6
42.0,310.0,7,5
42.0,311.0,4,1
42.0,313.0,4,1
42.0,314.0,8,2
42.0,319.0,7,2
42.0,320.0,7,2
42.0,323.0,8,2
42.0,330.0,6,3
42.0,337.0,7,2
42.0,343.0,4,3
42.0,344.0,4,2
42.0,347.0,7,7
42.0,349.0,12,1
42.0,353.0,8,1
42.0,354.0,9,1
42.0,361.0,4,6
42.0,363.0,8,12
42.0,364.0,4,4
42.0,366.0,11,3
42.0,367.0,8,2
42.0,370.0,8,10
42.0,372.0,8,1
42.0,374.0,8,2
42.0,375.0,8,1
42.0,379.0,8,1
42.0,380.0,8,1
42.0,381.0,1,242046
42.0,382.0,7,1
42.0,383.0,1,9229
42.0,384.0,7,5
42.0,386.0,9,693
42.0,387.0,9,2464
42.0,388.0,9,1315
42.0,389.0,9,121
42.0,390.0,9,2891
42.0,391.0,9,4384
42.0,394.0,9,223
42.0,396.0,9,1063
42.0,397.0,9,114
42.0,398.0,9,6
42.0,399.0,9,103
42.0,400.0,10,28
42.0,401.0,8,7
42.0,402.0,12,141
42.0,403.0,8,1
42.0,404.0,10,69
42.0,405.0,6,17
42.0,406.0,9,5051
42.0,407.0,9,88
42.0,408.0,9,447
42.0,409.0,9,2263
42.0,410.0,9,3884
42.0,411.0,9,10030
42.0,414.0,8,11
42.0,415.0,9,1223
42.0,416.0,7,1
42.0,418.0,9,250
42.0,419.0,9,1221
42.0,422.0,9,550
42.0,423.0,8,51
42.0,424.0,8,3
42.0,425.0,8,1
42.0,427.0,8,1
42.0,429.0,8,2
42.0,430.0,8,1
42.0,432.0,8,5
42.0,434.0,7,1
42.0,436.0,8,1
42.0,437.0,7,2
42.0,439.0,8,3
42.0,440.0,8,11
42.0,441.0,4,1
42.0,442.0,8,6
42.0,443.0,8,2
42.0,445.0,8,2
42.0,449.0,8,1
42.0,453.0,8,1
42.0,454.0,4,1
42.0,457.0,8,3
42.0,458.0,8,6
42.0,460.0,8,7
42.0,461.0,4,4
42.0,462.0,8,3
42.0,463.0,8,2
42.0,464.0,4,10
42.0,465.0,4,1
42.0,466.0,4,4
42.0,468.0,4,2
42.0,469.0,4,15
42.0,475.0,8,3
42.0,476.0,4,1
42.0,488.0,7,2
42.0,494.0,7,2
42.0,495.0,9,2
42.0,503.0,4,3
42.0,512.0,7,1
42.0,514.0,4,9
42.0,515.0,7,2
42.0,517.0,4,3
42.0,520.0,4,6
42.0,523.0,4,1
42.0,527.0,8,2
42.0,529.0,11,3
42.0,533.0,7,7
42.0,535.0,7,9
42.0,538.0,7,4
42.0,539.0,8,2
42.0,540.0,7,5
42.0,542.0,7,13
42.0,546.0,8,3
42.0,548.0,7,1
42.0,551.0,8,3
42.0,554.0,8,7
42.0,565.0,8,2
42.0,567.0,8,1
42.0,569.0,8,1
42.0,577.0,9,9
42.0,584.0,7,2
42.0,588.0,8,3
42.0,594.0,9,2
42.0,596.0,9,1
42.0,603.0,4,2
42.0,604.0,8,1
42.0,605.0,10,1
42.0,609.0,8,2
42.0,610.0,4,2
42.0,611.0,9,1
42.0,613.0,8,1
42.0,628.0,8,1
42.0,631.0,8,1
42.0,633.0,8,4
42.0,637.0,11,2
42.0,642.0,8,1
42.0,699.0,8,3
42.0,703.0,7,2
42.0,711.0,7,4
42.0,723.0,8,1
42.0,725.0,8,1
42.0,727.0,7,2
42.0,730.0,8,1
42.0,731.0,7,2
42.0,732.0,9,1
42.0,734.0,8,1
42.0,737.0,7,3
42.0,740.0,8,1
42.0,743.0,8,1
42.0,744.0,8,2
42.0,747.0,8,1
42.0,750.0,8,1
42.0,751.0,8,1
42.0,753.0,8,1
42.0,756.0,8,1
42.0,760.0,7,1
43.0,3.0,1,15258
44.0,84.0,1,2401
45.0,3.0,1,5157
46.0,139.0,1,1235
47.0,584.0,1,44045
47.0,585.0,1,2900
47.0,586.0,9,980
47.0,587.0,9,1716
47.0,588.0,1,8431
47.0,589.0,9,2266
47.0,590.0,9,867
47.0,591.0,9,1464
47.0,592.0,9,3099
47.0,593.0,12,98
47.0,594.0,12,1817
47.0,596.0,9,3386
47.0,597.0,9,2382
47.0,598.0,9,1719
47.0,599.0,9,5045
47.0,600.0,9,528
47.0,601.0,9,1258
47.0,602.0,12,322
47.0,603.0,9,2351
47.0,604.0,9,381
47.0,605.0,9,1112
47.0,607.0,9,2274
47.0,608.0,9,763
47.0,609.0,9,1974
47.0,610.0,9,632
47.0,611.0,9,258
47.0,612.0,9,2603
47.0,613.0,9,1527
47.0,614.0,9,276
47.0,615.0,9,1599
47.0,616.0,12,1073
47.0,617.0,9,2070
47.0,618.0,9,306
