CENTRAL_PINCODE,WAREHOUSE_CODE,zone,Count
108.0,19.0,D,125
205.0,32.0,B,125
205.0,16.0,B,125
54.0,24.0,B,125
613.0,19.0,B,126
380.0,19.0,B,126
353.0,25.0,D,126
357.0,24.0,D,126
513.0,21.0,B,127
644.0,19.0,E,127
728.0,19.0,B,127
364.0,24.0,D,127
534.0,21.0,D,128
361.0,25.0,D,129
227.0,25.0,B,129
296.0,25.0,B,129
375.0,19.0,B,130
206.0,32.0,B,130
524.0,21.0,B,130
320.0,25.0,B,131
169.0,32.0,B,131
489.0,21.0,B,131
132.0,32.0,B,132
695.0,12.0,E,132
347.0,32.0,D,132
26.0,24.0,B,132
610.0,47.0,B,132
334.0,24.0,D,132
171.0,19.0,D,133
751.0,24.0,D,133
718.0,19.0,B,134
293.0,25.0,B,134
343.0,25.0,B,135
584.0,32.0,D,135
49.0,32.0,B,136
99.0,32.0,B,136
157.0,32.0,B,137
29.0,32.0,B,137
635.0,19.0,E,138
129.0,24.0,B,138
47.0,32.0,B,138
584.0,21.0,D,140
244.0,32.0,D,140
202.0,16.0,B,141
233.0,25.0,B,141
629.0,19.0,E,141
698.0,12.0,B,142
160.0,32.0,B,142
631.0,19.0,E,142
31.0,24.0,B,143
91.0,32.0,B,143
230.0,32.0,D,143
330.0,25.0,D,144
86.0,24.0,A,144
590.0,19.0,B,144
166.0,24.0,B,144
477.0,21.0,B,144
615.0,19.0,B,145
176.0,32.0,B,145
374.0,25.0,D,145
180.0,32.0,B,146
548.0,32.0,D,147
609.0,19.0,B,147
84.0,21.0,D,148
236.0,25.0,B,148
748.0,32.0,D,148
750.0,24.0,D,149
163.0,32.0,B,149
370.0,21.0,D,149
354.0,32.0,D,150
115.0,21.0,D,150
402.0,21.0,B,151
197.0,16.0,B,151
353.0,32.0,D,152
208.0,32.0,B,152
173.0,32.0,B,153
171.0,32.0,B,153
238.0,25.0,B,154
587.0,19.0,D,154
162.0,32.0,B,154
121.0,20.0,B,154
603.0,19.0,B,155
738.0,19.0,B,155
247.0,25.0,B,155
113.0,32.0,B,157
638.0,19.0,E,157
330.0,32.0,D,158
173.0,24.0,B,158
52.0,32.0,B,158
48.0,32.0,B,158
78.0,24.0,E,158
464.0,25.0,C,159
699.0,21.0,D,160
2.0,24.0,A,160
78.0,32.0,E,160
248.0,25.0,B,161
616.0,19.0,D,161
328.0,25.0,B,161
117.0,24.0,B,161
696.0,12.0,B,161
695.0,19.0,E,161
349.0,24.0,D,162
391.0,21.0,B,163
165.0,32.0,B,163
324.0,24.0,D,163
55.0,32.0,B,163
298.0,25.0,B,164
364.0,32.0,D,165
101.0,24.0,B,165
203.0,16.0,B,165
170.0,19.0,D,166
90.0,24.0,B,166
490.0,21.0,B,166
607.0,19.0,B,166
214.0,32.0,B,166
98.0,32.0,B,167
234.0,25.0,B,167
329.0,25.0,B,168
660.0,12.0,B,168
256.0,25.0,B,168
30.0,32.0,B,169
287.0,25.0,B,170
634.0,19.0,E,170
45.0,32.0,B,170
188.0,16.0,B,170
737.0,32.0,D,170
430.0,21.0,B,170
64.0,32.0,B,172
153.0,32.0,B,173
100.0,24.0,B,173
717.0,19.0,B,173
622.0,19.0,E,175
116.0,24.0,B,175
332.0,25.0,B,176
218.0,16.0,B,176
311.0,25.0,B,177
184.0,25.0,D,177
316.0,25.0,B,178
520.0,25.0,D,178
65.0,24.0,B,178
586.0,47.0,B,178
209.0,32.0,B,178
376.0,19.0,B,178
26.0,32.0,B,179
737.0,24.0,D,179
548.0,24.0,D,179
617.0,19.0,B,179
239.0,25.0,B,179
59.0,32.0,B,180
5.0,32.0,B,180
112.0,32.0,B,182
571.0,19.0,E,183
495.0,21.0,B,183
585.0,47.0,B,183
453.0,21.0,B,184
456.0,21.0,B,185
333.0,24.0,D,186
641.0,12.0,B,186
148.0,24.0,B,186
675.0,12.0,B,188
612.0,19.0,B,188
92.0,32.0,B,189
33.0,32.0,B,189
315.0,25.0,B,189
19.0,32.0,B,189
118.0,32.0,B,189
601.0,47.0,B,189
185.0,16.0,B,190
475.0,21.0,B,190
303.0,25.0,B,190
127.0,32.0,B,192
744.0,24.0,D,192
224.0,25.0,B,193
659.0,19.0,E,194
68.0,24.0,E,194
546.0,32.0,D,194
170.0,32.0,B,195
21.0,32.0,B,198
512.0,21.0,B,200
23.0,32.0,B,200
187.0,32.0,B,202
85.0,21.0,D,202
319.0,25.0,B,202
90.0,20.0,B,203
585.0,19.0,B,204
743.0,24.0,D,204
111.0,19.0,D,204
521.0,21.0,B,205
2.0,19.0,D,205
621.0,24.0,E,205
667.0,19.0,E,206
254.0,21.0,D,206
250.0,25.0,B,206
179.0,24.0,B,206
597.0,19.0,B,207
449.0,21.0,B,209
546.0,24.0,D,209
427.0,21.0,B,209
89.0,32.0,B,209
383.0,42.0,B,209
123.0,32.0,B,210
582.0,19.0,B,210
589.0,19.0,B,211
480.0,28.0,B,211
110.0,32.0,B,212
598.0,19.0,B,213
577.0,24.0,D,214
267.0,19.0,D,214
355.0,25.0,D,214
3.0,21.0,D,215
18.0,32.0,B,215
460.0,21.0,D,217
576.0,19.0,B,217
216.0,16.0,B,218
193.0,32.0,B,219
253.0,32.0,C,219
624.0,19.0,E,220
424.0,21.0,B,222
406.0,21.0,B,222
253.0,24.0,C,224
169.0,24.0,B,224
143.0,32.0,B,224
720.0,19.0,B,225
186.0,16.0,B,226
288.0,25.0,B,226
94.0,32.0,B,227
344.0,25.0,B,227
699.0,32.0,D,227
320.0,24.0,D,227
354.0,24.0,D,228
125.0,32.0,B,229
461.0,25.0,D,229
706.0,19.0,B,230
736.0,19.0,B,231
386.0,25.0,D,231
115.0,25.0,D,231
103.0,20.0,B,232
705.0,19.0,B,234
633.0,19.0,E,234
84.0,25.0,C,234
158.0,32.0,D,234
733.0,19.0,B,235
411.0,21.0,B,235
396.0,21.0,B,235
40.0,32.0,B,236
101.0,32.0,B,236
111.0,32.0,B,236
637.0,19.0,E,237
519.0,21.0,B,237
631.0,12.0,B,237
748.0,24.0,D,238
213.0,32.0,B,238
194.0,16.0,B,240
232.0,25.0,B,243
152.0,32.0,B,243
390.0,21.0,B,246
107.0,24.0,B,247
20.0,32.0,B,249
184.0,24.0,B,250
190.0,16.0,B,251
104.0,24.0,B,252
377.0,19.0,B,253
6.0,32.0,B,257
201.0,32.0,B,257
422.0,42.0,B,258
67.0,32.0,B,260
539.0,21.0,B,261
447.0,21.0,B,262
630.0,12.0,B,262
425.0,21.0,B,262
137.0,32.0,B,264
17.0,32.0,B,265
229.0,19.0,D,266
710.0,19.0,B,266
124.0,24.0,B,267
605.0,47.0,B,268
109.0,24.0,B,268
685.0,12.0,B,268
62.0,32.0,B,269
9.0,32.0,B,269
2.0,32.0,B,269
457.0,21.0,B,270
54.0,32.0,B,271
628.0,12.0,B,271
379.0,19.0,B,271
313.0,25.0,B,273
381.0,25.0,C,274
347.0,25.0,D,276
428.0,21.0,B,276
221.0,25.0,D,277
38.0,32.0,B,278
13.0,32.0,B,280
577.0,32.0,D,282
640.0,12.0,B,282
97.0,24.0,B,283
27.0,32.0,B,283
396.0,42.0,B,283
161.0,24.0,B,284
642.0,19.0,E,286
122.0,20.0,B,286
761.0,19.0,B,286
361.0,19.0,B,286
229.0,21.0,D,288
162.0,24.0,B,290
10.0,32.0,B,291
124.0,20.0,B,292
93.0,24.0,B,292
76.0,32.0,E,292
150.0,32.0,B,293
292.0,25.0,B,295
590.0,47.0,B,295
623.0,12.0,B,298
386.0,42.0,B,299
727.0,19.0,B,299
462.0,21.0,B,299
231.0,25.0,B,299
212.0,32.0,B,299
72.0,32.0,E,300
81.0,32.0,E,300
270.0,25.0,B,301
659.0,12.0,B,301
697.0,12.0,B,301
616.0,47.0,B,302
204.0,16.0,B,304
591.0,19.0,B,305
542.0,25.0,C,306
251.0,19.0,D,308
171.0,24.0,B,308
99.0,24.0,B,308
615.0,47.0,B,309
594.0,19.0,B,309
75.0,24.0,E,310
468.0,28.0,B,311
419.0,42.0,B,312
332.0,24.0,D,314
211.0,16.0,D,315
330.0,24.0,D,315
84.0,32.0,B,316
135.0,32.0,B,317
299.0,25.0,B,318
635.0,12.0,B,322
404.0,21.0,B,323
132.0,24.0,B,323
88.0,32.0,B,323
445.0,21.0,B,326
63.0,32.0,B,327
196.0,32.0,B,327
110.0,19.0,D,332
180.0,24.0,B,334
468.0,21.0,B,335
537.0,21.0,E,336
113.0,24.0,B,337
719.0,19.0,B,339
217.0,16.0,B,339
491.0,21.0,B,339
709.0,19.0,B,339
87.0,32.0,B,340
245.0,25.0,B,343
168.0,32.0,B,344
353.0,24.0,D,344
337.0,25.0,D,346
138.0,32.0,B,346
163.0,24.0,B,346
503.0,21.0,B,347
167.0,24.0,B,349
50.0,32.0,B,349
176.0,24.0,B,349
515.0,21.0,B,350
123.0,19.0,D,350
463.0,21.0,B,356
626.0,12.0,B,360
540.0,21.0,E,360
281.0,25.0,A,360
735.0,19.0,B,361
181.0,32.0,B,361
302.0,25.0,B,363
304.0,25.0,D,363
112.0,24.0,B,364
91.0,24.0,B,364
14.0,32.0,B,365
511.0,21.0,B,366
436.0,21.0,B,367
729.0,19.0,B,369
153.0,24.0,B,370
464.0,32.0,C,372
538.0,21.0,B,372
383.0,21.0,B,374
108.0,32.0,B,375
609.0,47.0,B,376
3.0,24.0,B,376
139.0,24.0,B,376
130.0,24.0,B,377
69.0,32.0,E,377
599.0,19.0,B,378
638.0,12.0,B,380
209.0,16.0,B,383
622.0,12.0,B,384
443.0,21.0,B,388
589.0,47.0,B,389
170.0,24.0,B,391
439.0,21.0,B,392
127.0,24.0,B,396
444.0,21.0,B,398
613.0,47.0,B,400
477.0,28.0,B,400
100.0,20.0,B,401
92.0,24.0,B,402
85.0,25.0,C,406
712.0,19.0,B,406
597.0,47.0,B,408
119.0,20.0,B,408
759.0,19.0,B,409
178.0,32.0,B,410
285.0,25.0,B,411
3.0,19.0,D,411
157.0,32.0,B,411
596.0,19.0,B,412
22.0,32.0,B,416
464.0,28.0,A,417
700.0,19.0,B,417
644.0,12.0,B,418
84.0,19.0,D,419
693.0,19.0,E,419
715.0,19.0,B,420
388.0,42.0,B,421
314.0,25.0,B,422
337.0,32.0,D,423
174.0,32.0,B,424
182.0,16.0,B,424
251.0,21.0,D,424
98.0,24.0,B,426
219.0,25.0,D,428
482.0,21.0,B,429
476.0,21.0,B,431
531.0,21.0,E,433
603.0,47.0,B,434
607.0,47.0,B,439
347.0,24.0,D,440
374.0,19.0,B,440
206.0,16.0,B,440
172.0,20.0,B,441
110.0,24.0,B,447
15.0,32.0,B,447
584.0,47.0,B,449
594.0,47.0,B,450
441.0,21.0,B,451
464.0,24.0,C,453
620.0,19.0,E,454
723.0,19.0,B,455
564.0,19.0,B,457
294.0,25.0,B,458
189.0,16.0,B,458
128.0,32.0,B,459
617.0,47.0,B,459
757.0,19.0,B,462
440.0,21.0,B,465
46.0,32.0,B,465
105.0,32.0,B,466
612.0,47.0,B,468
271.0,25.0,B,469
115.0,19.0,D,469
16.0,32.0,B,478
123.0,24.0,B,480
713.0,19.0,B,482
111.0,24.0,B,484
587.0,47.0,B,487
337.0,24.0,D,487
305.0,25.0,B,488
151.0,20.0,B,491
381.0,42.0,B,494
323.0,24.0,D,495
629.0,12.0,B,496
241.0,25.0,B,497
300.0,25.0,B,499
567.0,19.0,B,500
551.0,19.0,B,503
726.0,19.0,B,507
755.0,19.0,B,507
75.0,32.0,E,507
743.0,19.0,B,508
634.0,12.0,B,511
85.0,19.0,D,514
637.0,12.0,B,516
214.0,16.0,B,519
387.0,42.0,B,519
725.0,19.0,B,520
11.0,32.0,B,521
714.0,19.0,B,522
118.0,24.0,B,522
275.0,25.0,B,523
429.0,21.0,B,526
754.0,19.0,B,526
66.0,32.0,B,527
114.0,20.0,B,528
323.0,32.0,D,528
588.0,47.0,B,530
105.0,24.0,B,533
253.0,21.0,D,533
454.0,21.0,B,533
415.0,21.0,B,536
31.0,32.0,B,537
3.0,25.0,C,539
702.0,19.0,B,540
267.0,21.0,D,541
307.0,25.0,B,541
94.0,24.0,B,545
263.0,25.0,B,545
591.0,47.0,B,548
699.0,24.0,D,552
7.0,32.0,B,553
498.0,21.0,B,555
527.0,21.0,B,560
61.0,32.0,B,561
165.0,24.0,B,563
152.0,24.0,B,566
423.0,19.0,D,567
701.0,19.0,B,568
168.0,24.0,B,570
437.0,21.0,B,571
290.0,25.0,B,572
624.0,12.0,B,574
108.0,24.0,B,579
760.0,19.0,B,581
596.0,47.0,B,585
745.0,19.0,B,588
120.0,20.0,B,591
96.0,32.0,B,596
442.0,21.0,B,599
708.0,19.0,B,600
364.0,25.0,D,605
41.0,32.0,B,614
475.0,28.0,B,618
620.0,12.0,B,618
265.0,25.0,B,618
756.0,19.0,B,620
125.0,24.0,B,623
525.0,21.0,B,626
57.0,32.0,B,627
0.0,21.0,D,627
592.0,47.0,B,632
592.0,19.0,B,641
693.0,12.0,B,643
301.0,25.0,B,646
598.0,47.0,B,647
228.0,25.0,B,660
703.0,19.0,B,662
87.0,24.0,B,663
621.0,12.0,B,669
542.0,21.0,D,671
747.0,19.0,B,675
532.0,21.0,E,678
588.0,19.0,B,685
36.0,32.0,B,686
642.0,12.0,B,688
208.0,16.0,B,690
390.0,42.0,B,694
273.0,25.0,B,708
463.0,25.0,D,710
758.0,19.0,B,712
230.0,25.0,B,714
514.0,21.0,B,714
115.0,20.0,B,718
749.0,19.0,B,720
561.0,19.0,B,721
137.0,24.0,B,722
268.0,25.0,B,730
517.0,21.0,B,736
448.0,21.0,B,742
748.0,19.0,B,744
566.0,19.0,B,744
182.0,32.0,B,745
175.0,32.0,B,757
409.0,42.0,B,760
415.0,42.0,B,762
724.0,19.0,B,763
753.0,19.0,B,770
89.0,24.0,B,771
633.0,12.0,B,778
570.0,19.0,B,789
381.0,21.0,C,794
187.0,16.0,B,802
117.0,20.0,B,813
741.0,19.0,B,816
289.0,25.0,D,816
488.0,21.0,B,822
96.0,24.0,B,822
193.0,16.0,B,824
323.0,25.0,B,826
135.0,24.0,B,829
533.0,21.0,E,834
364.0,19.0,B,834
267.0,32.0,D,837
84.0,24.0,B,848
742.0,19.0,B,849
391.0,42.0,B,873
174.0,24.0,B,875
65.0,32.0,B,881
178.0,24.0,B,892
144.0,32.0,B,897
88.0,24.0,B,901
108.0,20.0,B,908
150.0,24.0,B,912
410.0,42.0,B,917
251.0,32.0,C,920
565.0,19.0,B,921
286.0,25.0,B,922
494.0,21.0,B,923
599.0,47.0,B,953
156.0,32.0,B,954
267.0,24.0,D,955
752.0,19.0,B,959
105.0,20.0,B,961
535.0,21.0,E,995
34.0,32.0,B,996
401.0,21.0,B,997
414.0,21.0,B,1002
276.0,25.0,B,1012
731.0,19.0,B,1024
251.0,24.0,C,1026
128.0,24.0,B,1029
469.0,21.0,B,1041
406.0,42.0,B,1046
116.0,20.0,B,1056
173.0,20.0,B,1069
168.0,20.0,B,1075
397.0,21.0,B,1076
310.0,25.0,D,1101
751.0,19.0,B,1104
310.0,32.0,D,1105
582.0,19.0,B,1116
253.0,25.0,A,1150
201.0,16.0,B,1155
175.0,24.0,B,1186
0.0,25.0,C,1201
403.0,21.0,B,1210
272.0,25.0,B,1221
699.0,19.0,B,1227
569.0,19.0,B,1232
229.0,25.0,B,1234
562.0,19.0,B,1277
621.0,19.0,E,1278
381.0,32.0,D,1311
542.0,32.0,C,1312
750.0,19.0,B,1316
711.0,19.0,B,1355
560.0,19.0,B,1381
545.0,19.0,B,1387
184.0,16.0,B,1412
558.0,19.0,B,1473
542.0,24.0,C,1477
310.0,24.0,D,1494
744.0,19.0,B,1508
554.0,19.0,B,1533
0.0,19.0,D,1572
267.0,25.0,B,1597
381.0,24.0,D,1622
244.0,25.0,B,1625
423.0,25.0,C,1640
584.0,19.0,B,1643
229.0,24.0,D,1663
284.0,25.0,B,1712
432.0,21.0,B,1727
542.0,19.0,B,1744
730.0,19.0,B,1746
548.0,19.0,B,1749
411.0,42.0,B,1774
184.0,32.0,B,1849
139.0,32.0,B,1909
260.0,25.0,B,1983
115.0,32.0,B,2007
426.0,21.0,B,2088
423.0,21.0,B,2093
254.0,25.0,B,2140
229.0,32.0,D,2165
469.0,28.0,A,2316
85.0,24.0,B,2371
423.0,32.0,C,2398
423.0,24.0,C,2415
68.0,32.0,E,2485
577.0,19.0,B,2579
115.0,24.0,B,2590
520.0,21.0,B,2855
3.0,32.0,B,3001
737.0,19.0,B,3068
464.0,21.0,B,3464
546.0,19.0,B,4400
